iShares Core S&P 500 ETF
Fund Holdings as of,"Jan 02, 2026"
Inception Date,"May 15, 2000"
Shares Outstanding,"1,111,600,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"BK","BANK OF NEW YORK MELLON CORP","Financials","Equity","1,057,237,769.28","0.14","1,057,237,769.28","9,033,132.00","117.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"WM","WASTE MANAGEMENT INC","Industrials","Equity","1,048,569,849.60","0.14","1,048,569,849.60","4,801,144.00","218.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ELV","ELEVANCE HEALTH INC","Health Care","Equity","1,019,808,169.25","0.13","1,019,808,169.25","2,878,781.00","354.25","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NOC","NORTHROP GRUMMAN CORP","Industrials","Equity","1,017,769,904.22","0.13","1,017,769,904.22","1,737,817.00","585.66","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"REGN","REGENERON PHARMACEUTICALS INC","Health Care","Equity","1,013,458,731.42","0.13","1,013,458,731.42","1,305,482.00","776.31","United States","NASDAQ","USD","1.00","USD","-"
"XTSLA","BLK CSH FND TREASURY SL AGENCY","Cash and/or Derivatives","Money Market","1,009,757,623.02","0.13","1,009,757,623.02","1,009,757,623.00","1.00","United States","-","USD","1.00","USD","-"
"TDG","TRANSDIGM GROUP INC","Industrials","Equity","991,772,746.65","0.13","991,772,746.65","730,023.00","1,358.55","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MCO","MOODYS CORP","Financials","Equity","991,661,375.46","0.13","991,661,375.46","1,987,377.00","498.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EMR","EMERSON ELECTRIC","Industrials","Equity","988,400,984.52","0.13","988,400,984.52","7,277,286.00","135.82","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ORLY","OREILLY AUTOMOTIVE INC","Consumer Discretionary","Equity","987,788,762.16","0.13","987,788,762.16","10,934,124.00","90.34","United States","NASDAQ","USD","1.00","USD","Jan 01, 1970"
"SHW","SHERWIN WILLIAMS","Materials","Equity","979,036,132.32","0.13","979,036,132.32","2,986,323.00","327.84","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"GM","GENERAL MOTORS","Consumer Discretionary","Equity","978,549,282.22","0.13","978,549,282.22","12,083,839.00","80.98","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"NKE","NIKE INC CLASS B","Consumer Discretionary","Equity","974,879,783.36","0.13","974,879,783.36","15,405,812.00","63.28","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HCA","HCA HEALTHCARE INC","Health Care","Equity","973,309,820.45","0.13","973,309,820.45","2,069,155.00","470.39","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
