iShares Core S&P 500 ETF
Fund Holdings as of,"Dec 31, 2015"
Inception Date,"May 15, 2000"
Shares Outstanding,"343,150,000.00"
Stock,"-"
Bond,"-"
Cash,"-"
Other,"-"
 
Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"ICE","INTERCONTINENTAL EXCHANGE INC","Financials","Equity","119,250,078.48","0.17","119,250,078.48","465,348.00","256.26","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"ECL","ECOLAB INC","Materials","Equity","119,111,214.32","0.17","119,111,214.32","1,041,364.00","114.38","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EBAY","EBAY INC","Information Technology","Equity","118,936,792.56","0.17","118,936,792.56","4,328,122.00","27.48","United States","NASDAQ","USD","1.00","USD","-"
"ITW","ILLINOIS TOOL INC","Industrials","Equity","118,800,560.48","0.17","118,800,560.48","1,281,836.00","92.68","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CB","CHUBB CORP","Financials","Equity","118,005,563.52","0.17","118,005,563.52","889,668.00","132.64","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"EQR","EQUITY RESIDENTIAL REIT","Financials","Equity","116,451,367.25","0.17","116,451,367.25","1,427,275.00","81.59","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"BBT","BB AND T CORP","Financials","Equity","115,578,931.35","0.16","115,578,931.35","3,056,835.00","37.81","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"CAH","CARDINAL HEALTH INC","Health Care","Equity","115,073,314.96","0.16","115,073,314.96","1,289,048.00","89.27","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"SYK","STRYKER CORP","Health Care","Equity","115,017,989.94","0.16","115,017,989.94","1,237,551.00","92.94","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"PX","PRAXAIR INC","Materials","Equity","114,288,025.60","0.16","114,288,025.60","1,116,094.00","102.40","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"HAL","HALLIBURTON","Energy","Equity","114,143,813.04","0.16","114,143,813.04","3,353,226.00","34.04","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
"MMC","MARSH & MCLENNAN INC","Financials","Equity","113,336,750.25","0.16","113,336,750.25","2,043,945.00","55.45","United States","New York Stock Exchange Inc.","USD","1.00","USD","-"
